StockCode,Description,TotalQuantity,AvgQuantity,StdQuantity,FirstSale,LastSale,DaysActive,DailyTurnover
21669,Blue Stripe Ceramic Drawer Knob,4969,13.58,16.82,2010-12-02 10:39:00,2011-12-09 11:34:00,372,13.36
21670,Blue Spot Ceramic Drawer Knob,4004,13.53,19.75,2010-12-01 14:41:00,2011-12-09 11:34:00,372,10.76
21671,Red Spot Ceramic Drawer Knob,4080,14.37,19.66,2010-12-02 10:39:00,2011-12-07 15:16:00,370,11.03
21672,White Spot Red Ceramic Drawer Knob,4564,14.49,20.25,2010-12-01 09:41:00,2011-12-07 12:49:00,371,12.3
21673,White Spot Blue Ceramic Drawer Knob,3994,14.01,19.19,2010-12-02 10:39:00,2011-12-09 11:34:00,372,10.74
21675,Butterflies Stickers,525,10.1,7.09,2010-12-06 10:19:00,2011-12-05 17:17:00,364,1.44
21676,Flowers  Stickers,211,6.59,4.87,2010-12-01 11:45:00,2011-11-30 09:53:00,363,0.58
21677,Hearts  Stickers,766,9.57,6.38,2010-12-03 12:24:00,2011-12-01 12:53:00,363,2.11
21678,Paisley Pattern  Stickers,104,6.5,3.2,2010-12-01 11:45:00,2011-11-25 11:25:00,358,0.29
21679,Skulls  Stickers,1054,12.11,9.27,2010-12-02 11:21:00,2011-12-07 13:53:00,370,2.85
21680,Woodland  Stickers,804,15.17,19.67,2010-12-06 15:13:00,2011-12-07 12:41:00,365,2.2
21681,Giant Medina Stamped Metal Bowl,2,1.0,0.0,2011-02-14 13:19:00,2011-02-22 15:00:00,8,0.25
21682,Large Medina Stamped Metal Bowl,177,3.54,2.61,2010-12-05 12:42:00,2011-12-04 13:00:00,364,0.49
21683,Medium Medina Stamped Metal Bowl,297,6.19,5.27,2010-12-05 13:49:00,2011-12-05 16:05:00,365,0.81
21684,Small Medina Stamped Metal Bowl,764,20.65,60.13,2010-12-09 09:27:00,2011-12-09 12:31:00,365,2.09
21686,Medina Stamped Metal Stool,33,1.83,2.12,2010-12-08 12:08:00,2011-10-02 15:33:00,298,0.11
21688,Silver Plate Candle Bowl Small,316,8.1,7.1,2010-12-01 13:51:00,2011-11-30 09:53:00,363,0.87
21689,Silver Vanilla  Flower Candle Pot,92,4.0,2.5,2010-12-07 15:39:00,2011-12-06 12:45:00,363,0.25
21690,Silver  Candlepot Jardin,24,2.67,1.73,2010-12-01 13:54:00,2011-01-30 15:48:00,60,0.4
21692,Silver Lattice Vanilla Candle Pot,17,2.12,1.13,2010-12-06 12:41:00,2011-02-25 11:56:00,80,0.21
21693,Small Hammered Silver Candlepot,358,7.96,5.54,2010-12-05 16:24:00,2011-12-06 12:45:00,365,0.98
21694,Small Regal  Silver Candlepot,303,15.15,27.75,2010-12-01 13:51:00,2011-12-05 14:03:00,369,0.82
21695,Small Silver Flower Candle Pot,283,7.86,5.64,2010-12-05 14:25:00,2011-11-30 09:53:00,359,0.79
21696,Small Silver Trellis Candlepot,226,7.53,3.31,2010-12-05 13:03:00,2011-11-23 14:35:00,353,0.64
21698,Mock Lobster Fridge Magnet,266,12.09,9.73,2010-12-17 16:53:00,2011-12-07 16:47:00,354,0.75
21700,Big Doughnut Fridge Magnets,1266,14.55,14.11,2010-12-02 14:40:00,2011-12-07 13:46:00,369,3.43
21703,Bag 125G Swirly Marbles,9272,37.54,108.27,2010-12-01 17:35:00,2011-12-08 19:24:00,372,24.92
21704,Bag 250G Swirly Marbles,5004,25.27,51.15,2010-12-01 17:35:00,2011-12-08 19:28:00,372,13.45
21705,Bag 500G Swirly Marbles,1377,12.29,18.91,2010-12-01 11:41:00,2011-12-09 11:26:00,372,3.7
21706,Folding Umbrella Red/White Polkadot,229,3.32,2.45,2010-12-01 11:49:00,2011-12-06 08:55:00,369,0.62
21707,Folding Umbrella Blackblue Polkadot,120,2.55,1.77,2010-12-15 15:14:00,2011-12-06 08:55:00,355,0.34
21708,Folding Umbrella Cream Polkadot,139,4.21,6.0,2010-12-01 11:49:00,2011-11-28 11:00:00,361,0.39
21709,Folding Umbrella Chocolate Polkadot,87,2.81,1.76,2010-12-01 17:35:00,2011-11-25 13:40:00,358,0.24
21710,Folding Umbrella Pinkwhite Polkadot,84,2.71,2.22,2010-12-01 11:49:00,2011-11-25 11:41:00,358,0.23
21711,Folding Umbrella White/Red Polkadot,86,3.74,7.33,2010-12-01 11:49:00,2011-11-24 14:40:00,358,0.24
21713,Citronella Candle Flowerpot,701,5.39,8.85,2010-12-06 08:34:00,2011-12-06 12:38:00,365,1.92
21714,Citronella Candle Garden Pot,1085,8.54,7.47,2010-12-02 15:46:00,2011-12-07 14:12:00,369,2.94
21715,Girls Vintage Tin Seaside Bucket,1141,8.21,11.04,2010-12-01 12:03:00,2011-12-08 13:50:00,372,3.07
21716,Boys Vintage Tin Seaside Bucket,1206,8.68,10.04,2010-12-01 12:03:00,2011-12-06 12:59:00,370,3.26
21717,Easter Tin Bucket,405,10.66,18.63,2010-12-12 11:44:00,2011-03-22 11:05:00,99,4.09
21718,Red Metal Beach Spade,1289,8.89,10.52,2010-12-01 12:03:00,2011-12-08 13:50:00,372,3.47
21719,Lovely Bonbon Sticker Sheet,301,8.6,8.68,2010-12-02 10:27:00,2011-11-28 13:06:00,361,0.83
21720,Cake Shop  Sticker Sheet,57,7.12,4.36,2010-12-06 10:19:00,2011-07-26 09:51:00,231,0.25
21721,Candy Shop  Sticker Sheet,175,7.95,6.51,2010-12-03 17:20:00,2011-10-26 13:56:00,326,0.54
21722,Sweet Pudding Sticker Sheet,65,4.33,3.9,2010-12-02 10:27:00,2011-11-28 13:06:00,361,0.18
21723,Alphabet Hearts Sticker Sheet,371,9.28,11.32,2010-12-05 13:00:00,2011-12-05 16:55:00,365,1.02
21724,Panda And Bunnies Sticker Sheet,372,6.53,6.61,2010-12-01 08:45:00,2011-12-08 11:43:00,372,1.0
21725,Sweeties  Stickers,274,8.56,9.1,2010-12-06 12:23:00,2011-11-17 14:26:00,346,0.79
21726,Multi Hearts  Stickers,231,6.42,5.29,2010-12-03 17:20:00,2011-12-07 13:35:00,368,0.63
21730,Glass Star Frosted T-Light Holder,498,4.15,3.98,2010-12-01 08:26:00,2011-12-07 16:56:00,371,1.34
21731,Red Toadstool Led Night Light,12871,24.06,54.57,2010-12-01 08:45:00,2011-12-09 10:46:00,373,34.51
21733,Red Hanging Heart T-Light Holder,7759,11.15,41.87,2010-12-01 09:32:00,2011-12-08 14:38:00,372,20.86
21735,Two Door Curio Cabinet,210,2.56,3.2,2010-12-02 14:47:00,2011-09-16 13:53:00,287,0.73
21736,Gold Scroll Glass T-Light Holder,80,13.33,12.44,2010-12-12 16:14:00,2011-04-06 12:08:00,114,0.7
21738,Cosy Slipper Shoes Small  Red,45,2.05,1.46,2010-12-01 11:49:00,2011-10-20 12:43:00,323,0.14
21739,Cosy Slipper Shoes Small Green,143,2.86,2.49,2010-12-01 11:49:00,2011-12-08 13:50:00,372,0.38
21741,Cosy Slipper Shoes Large Green,131,4.68,4.03,2010-12-02 12:09:00,2011-11-16 12:08:00,348,0.38
21742,Large Round Wicker Platter,193,2.1,2.27,2010-12-01 12:49:00,2011-12-08 16:18:00,372,0.52
21743,Star Portable Table Light,275,8.59,18.04,2010-12-01 11:21:00,2011-09-13 11:24:00,286,0.96
21744,Snowflake Portable Table Light,367,4.37,3.74,2010-12-01 11:21:00,2011-11-24 13:40:00,358,1.03
21745,Gaolers Keys Decorative Garden,929,4.44,5.14,2010-12-02 14:26:00,2011-12-07 11:43:00,369,2.52
21746,Small Red Retrospot Windmill,2974,15.9,21.74,2010-12-06 13:41:00,2011-11-29 08:07:00,357,8.33
21747,Small Skull Windmill,437,10.4,10.92,2010-12-19 14:41:00,2011-11-30 14:00:00,345,1.27
21749,Large Red Retrospot Windmill,1900,17.76,47.11,2010-12-14 16:23:00,2011-11-17 12:55:00,337,5.64
21750,Large Skull Windmill,78,4.59,5.83,2011-03-18 13:51:00,2011-10-18 13:29:00,213,0.37
21754,Home Building Block Word,2654,3.74,3.93,2010-12-01 08:34:00,2011-12-08 13:59:00,372,7.13
21755,Love Building Block Word,1946,3.36,3.44,2010-12-01 08:34:00,2011-12-09 12:00:00,373,5.22
21756,Bath Building Block Word,792,3.09,2.85,2010-12-01 08:35:00,2011-12-08 13:22:00,372,2.13
21757,Lighthouse Printed Metal Sign,6,2.0,0.0,2011-01-09 11:34:00,2011-02-17 12:29:00,39,0.15
21758,Vintage Shells Print,32,2.29,2.09,2011-01-31 15:52:00,2011-11-16 08:53:00,288,0.11
21761,Wood And Glass Medicine Cabinet,10,1.0,0.0,2010-12-01 15:35:00,2011-12-04 13:20:00,367,0.03
21763,Vintage Wooden Bar Stool,6,1.5,0.58,2011-01-05 15:56:00,2011-07-06 16:40:00,182,0.03
21769,Vintage Post Office Cabinet,11,5.5,6.36,2010-12-02 12:18:00,2010-12-07 16:43:00,5,2.2
21770,Open Closed Metal Sign,1577,4.58,23.19,2011-03-24 12:11:00,2011-12-08 17:37:00,259,6.09
21773,Decorative Rose Bathroom Bottle,920,15.59,28.25,2010-12-07 15:03:00,2011-11-29 14:20:00,356,2.58
21774,Decorative Cats Bathroom Bottle,835,16.06,42.02,2010-12-05 11:57:00,2011-11-29 14:20:00,359,2.33
21775,Decorative Flore Bathroom Bottle,283,6.9,8.17,2011-01-11 12:20:00,2011-11-29 14:20:00,322,0.88
21777,Recipe Box With Metal Heart,7,2.33,1.53,2010-12-01 08:34:00,2010-12-01 16:49:00,0,inf
21781,Ma Campagne Cutlery Box,138,1.68,1.46,2010-12-01 15:35:00,2011-07-10 16:18:00,221,0.62
21784,Shoe Shine Box,51,1.34,0.63,2010-12-02 13:08:00,2011-09-01 13:40:00,273,0.19
21785,Rain Poncho,411,82.2,181.57,2010-12-05 12:53:00,2011-02-15 14:44:00,72,5.71
21786,Polkadot Rain Hat,1733,17.87,28.67,2010-12-01 10:19:00,2011-12-08 19:57:00,372,4.66
21787,Rain Poncho Retrospot,8755,47.07,171.52,2010-12-05 11:57:00,2011-12-06 11:39:00,365,23.99
21788,Kids Rain Mac Blue,1203,17.43,29.71,2010-12-02 16:38:00,2011-12-06 11:39:00,368,3.27
21789,Kids Rain Mac Pink,799,11.25,12.18,2010-12-01 16:57:00,2011-12-02 13:12:00,365,2.19
21790,Vintage Snap Cards,13336,18.12,35.46,2010-12-01 11:57:00,2011-12-09 12:20:00,373,35.75
21791,Vintage Heads And Tails Card Game,7143,14.55,31.38,2010-12-01 08:45:00,2011-12-08 19:24:00,372,19.2
21792,Classic French Style Basket Green,331,4.73,4.78,2010-12-15 15:00:00,2011-08-03 12:58:00,230,1.44
21793,Classic French Style Basket Brown,296,4.42,5.69,2010-12-19 13:31:00,2011-11-28 15:54:00,344,0.86
21794,Classic French Style Basket Natural,501,5.39,6.29,2010-12-01 12:43:00,2011-10-25 15:34:00,328,1.53
21801,Christmas Tree Decoration With Bell,457,20.77,15.81,2010-12-02 12:11:00,2011-10-30 11:22:00,331,1.38
21802,Christmas Tree Heart Decoration,1000,20.41,15.45,2010-12-05 12:34:00,2011-11-21 11:55:00,350,2.86
21803,Christmas Tree Star Decoration,1138,22.31,17.56,2010-12-02 12:11:00,2011-12-09 12:20:00,372,3.06
21804,White Christmas Garland Stars Trees,178,4.34,4.64,2010-12-01 12:43:00,2011-12-02 11:28:00,365,0.49
21807,White Christmas Star Decoration,415,13.83,14.42,2010-12-03 09:31:00,2011-10-31 16:24:00,332,1.25
21808,"Christmas Garland Stars,Trees",100,4.55,4.42,2010-12-01 15:35:00,2011-12-08 13:50:00,371,0.27
21809,Christmas Hanging Tree With Bell,1859,20.43,29.68,2010-12-01 15:35:00,2011-12-09 12:20:00,372,5.0
21810,Christmas Hanging Star With Bell,5305,28.07,36.5,2010-12-01 12:49:00,2011-12-09 10:51:00,372,14.26
21811,Christmas Hanging Heart With Bell,4332,25.94,26.88,2010-12-01 11:45:00,2011-11-23 12:45:00,357,12.13
21812,Garland With Hearts And Bells,218,5.07,5.84,2010-12-06 15:14:00,2011-12-06 11:51:00,364,0.6
21813,Garland With Stars And Bells,250,6.1,7.78,2010-12-01 15:35:00,2011-12-06 11:51:00,369,0.68
21814,Heart T-Light Holder,75,5.0,3.98,2010-12-01 12:23:00,2011-11-27 13:00:00,361,0.21
21815,Star  T-Light Holder,132,6.6,6.39,2010-12-01 12:23:00,2011-11-23 12:58:00,357,0.37
21816,Christmas Tree T-Light Holder,34,3.78,4.68,2010-12-01 12:23:00,2011-11-27 13:00:00,361,0.09
21817,Glitter Christmas Tree,908,14.89,14.39,2010-12-01 15:35:00,2011-11-09 15:17:00,342,2.65
21818,Glitter Christmas Heart,2699,16.46,19.21,2010-12-01 15:08:00,2011-12-07 16:56:00,371,7.27
21819,Glitter Christmas Star,2465,19.11,24.98,2010-12-05 14:45:00,2011-12-08 14:38:00,367,6.72
21820,Glitter Heart Garland With Bells,291,4.62,5.24,2010-12-02 19:18:00,2011-12-05 16:05:00,367,0.79
21821,Glitter Star Garland With Bells,223,5.44,5.84,2010-12-02 19:18:00,2011-11-29 16:16:00,361,0.62
21822,Glitter Christmas Tree With Bells,615,9.18,9.75,2010-12-05 16:24:00,2011-12-07 11:16:00,366,1.68
21823,Painted Metal Heart With Holly Bell,1196,15.53,16.28,2010-12-01 11:45:00,2011-11-15 12:02:00,349,3.43
21824,Painted Metal Star With Holly Bells,1450,18.83,13.29,2010-12-01 11:45:00,2011-11-15 12:02:00,349,4.15
21826,Eight Piece Dinosaur Set,93,4.43,3.82,2010-12-01 12:54:00,2011-03-16 13:00:00,105,0.89
21827,Eight Piece Creepy Crawlie Set,6,2.0,1.73,2010-12-06 12:55:00,2011-03-29 17:23:00,113,0.05
21828,Eight Piece Snake  Set,314,4.42,4.78,2010-12-03 12:24:00,2011-12-07 12:41:00,369,0.85
21829,Dinosaur Keyrings Assorted,6462,47.87,44.96,2010-12-05 11:57:00,2011-10-20 12:07:00,319,20.26
21830,Assorted Creepy Crawlies,2599,28.25,15.62,2010-12-02 13:32:00,2011-11-23 13:39:00,356,7.3
21832,Chocolate Calculator,785,6.43,5.92,2010-12-01 09:45:00,2011-12-08 19:57:00,372,2.11
21833,Camouflage Led Torch,2628,21.9,33.21,2010-12-01 14:05:00,2011-12-07 12:26:00,370,7.1
21836,Gingham Oven Glove Red Heart,3,1.5,0.71,2010-12-05 12:29:00,2011-01-20 15:22:00,46,0.07
21839,Mummy Mouse Red Gingham Ribbon,1,1.0,,2011-03-27 14:28:00,2011-03-27 14:28:00,0,inf
21841,Baby Mouse Red Gingham Dress,73,3.32,5.64,2011-03-07 17:52:00,2011-11-29 10:57:00,266,0.27
21843,Red Retrospot Cake Stand,1809,4.28,13.67,2010-12-01 13:31:00,2011-12-08 19:28:00,372,4.86
21844,Red Retrospot Mug,1814,13.34,28.7,2010-12-01 10:52:00,2011-12-06 14:30:00,370,4.9
21845,Dairy Maid Stripe Mug,1907,22.98,19.32,2010-12-03 14:54:00,2011-11-28 11:27:00,359,5.31
21846,Pink Diamante Pen In Gift Box,72,3.0,5.22,2010-12-08 15:56:00,2011-12-08 19:28:00,365,0.2
21847,Green  Diamante Pen In Gift Box,9,1.8,1.1,2011-03-28 14:33:00,2011-11-02 15:56:00,219,0.04
21849,Silver Diamante Pen In Gift Box,52,2.08,2.4,2010-12-02 13:32:00,2011-12-04 14:45:00,367,0.14
21850,Blue  Diamante Pen In Gift Box,61,2.77,7.44,2010-12-01 16:57:00,2011-12-06 12:56:00,369,0.17
21851,Lilac Diamante Pen In Gift Box,26,1.73,1.03,2010-12-02 13:32:00,2011-11-17 14:29:00,350,0.07
21864,Union Jack Flag Passport Cover,610,6.16,11.95,2010-12-01 16:01:00,2011-12-08 12:07:00,371,1.64
21865,Pink Union Jack  Passport Cover,223,3.1,2.61,2010-12-05 13:42:00,2011-12-08 12:07:00,367,0.61
21866,Union Jack Flag Luggage Tag,537,4.88,5.8,2010-12-01 11:45:00,2011-12-08 12:07:00,372,1.44
21867,Pink Union Jack  Luggage Tag,266,3.02,3.13,2010-12-01 11:45:00,2011-12-08 20:01:00,372,0.72
21868,Potting Shed Tea Mug,2346,9.98,11.95,2010-12-02 11:22:00,2011-12-05 17:17:00,368,6.38
21870,I Can Only Please One Person Mug,1357,9.62,9.62,2010-12-01 13:24:00,2011-06-06 16:41:00,187,7.26
21871,Save The Planet Mug,5265,19.15,73.19,2010-12-01 09:02:00,2011-12-09 10:20:00,373,14.12
21872,Glamorous  Mug,1269,10.23,39.74,2010-12-02 11:45:00,2011-12-09 08:48:00,371,3.42
21873,If You Can'T Stand The Heat Mug,1586,17.43,66.85,2010-12-01 13:24:00,2011-12-08 13:59:00,372,4.26
21874,Gin And Tonic Mug,2852,14.55,61.13,2010-12-01 13:24:00,2011-12-09 08:48:00,372,7.67
21875,Kings Choice Mug,2000,17.86,76.44,2010-12-02 11:02:00,2011-12-09 09:08:00,371,5.39
21876,Pottering Mug,3548,17.74,58.25,2010-12-05 10:36:00,2011-12-08 10:59:00,368,9.64
21877,Home Sweet Home Mug,5347,17.88,69.08,2010-12-01 17:24:00,2011-12-09 10:20:00,372,14.37
21878,Pack Of 6 Sandcastle Flags Assorted,2397,15.27,24.81,2010-12-03 10:43:00,2011-12-08 13:50:00,370,6.48
21879,Hearts Gift Tape,1027,17.41,20.47,2010-12-09 14:55:00,2011-12-05 16:55:00,361,2.84
21880,Red Retrospot Tape,1458,14.58,15.27,2010-12-01 11:49:00,2011-12-07 17:05:00,371,3.93
21881,Cute Cats Tape,975,21.67,46.1,2010-12-02 10:27:00,2011-12-05 17:17:00,368,2.65
21882,Skulls Tape,600,14.63,29.8,2010-12-03 11:19:00,2011-11-28 13:26:00,360,1.67
21883,Stars Gift Tape,1368,14.71,16.37,2010-12-01 08:45:00,2011-12-07 17:05:00,371,3.69
21884,Cakes And Bows Gift  Tape,1017,23.11,46.51,2010-12-03 11:19:00,2011-12-04 11:45:00,366,2.78
21888,Bingo Set,1553,5.51,13.54,2010-12-01 16:57:00,2011-12-04 14:15:00,367,4.23
21889,Wooden Box Of Dominoes,5778,12.4,25.54,2010-12-01 10:29:00,2011-12-08 18:42:00,372,15.53
21890,S/6 Wooden Skittles In Cotton Bag,1075,5.97,12.64,2010-12-01 12:03:00,2011-12-08 18:22:00,372,2.89
21891,Traditional Wooden Skipping Rope,7919,22.12,74.0,2010-12-01 10:29:00,2011-12-08 18:22:00,372,21.29
21892,Traditional Wooden Catch Cup Game,2914,9.55,14.78,2010-12-01 12:03:00,2011-12-06 12:59:00,370,7.88
21894,Potting Shed Seed Envelopes,476,6.35,6.09,2010-12-01 12:31:00,2011-12-08 13:50:00,372,1.28
21895,Potting Shed Sow 'N' Grow Set,1,1.0,,2010-12-01 12:31:00,2010-12-01 12:31:00,0,inf
21896,Potting Shed Twine,949,10.32,46.99,2010-12-08 12:46:00,2011-11-22 13:02:00,349,2.72
21897,Potting Shed Candle Citronella,402,201.0,199.4,2011-03-24 18:34:00,2011-04-27 11:47:00,33,12.18
21898,Potting Shed Rose Candle,445,63.57,140.36,2011-02-17 12:42:00,2011-04-27 11:47:00,68,6.54
21899,"Key Fob , Garage Design",2605,11.63,40.38,2010-12-02 14:09:00,2011-12-08 16:18:00,371,7.02
21900,"Key Fob , Shed",3087,11.43,37.09,2010-12-02 15:55:00,2011-12-08 16:18:00,371,8.32
21901,"Key Fob , Back Door",1746,7.16,9.5,2010-12-02 14:09:00,2011-12-08 17:54:00,371,4.71
21902,"Key Fob , Front  Door",1915,11.47,45.0,2010-12-02 14:09:00,2011-12-08 16:18:00,371,5.16
21903,Man Flu Metal Sign,1129,7.28,13.75,2010-12-05 13:55:00,2011-12-08 15:51:00,368,3.07
21904,House Wrecking Metal Sign,51,2.04,2.21,2010-12-05 13:55:00,2011-05-25 17:31:00,171,0.3
21905,More Butter Metal Sign,685,6.17,10.28,2010-12-03 12:43:00,2011-12-06 09:31:00,367,1.87
21906,Pharmacie First Aid Tin,483,5.08,13.91,2010-12-03 13:43:00,2011-12-05 14:19:00,367,1.32
21907,I'M On Holiday Metal Sign,2294,6.91,7.34,2010-12-01 11:21:00,2011-12-07 15:56:00,371,6.18
21908,Chocolate This Way Metal Sign,3635,9.54,24.61,2010-12-02 15:55:00,2011-12-09 08:48:00,371,9.8
21910,Way Out Metal Sign,36,4.5,4.93,2010-12-05 16:24:00,2011-02-16 16:57:00,73,0.49
21911,Garden Metal Sign,105,5.25,4.7,2010-12-02 14:09:00,2011-03-07 13:10:00,94,1.12
21912,Vintage Snakes & Ladders,1575,5.81,14.31,2010-12-01 09:45:00,2011-12-08 13:04:00,372,4.23
21913,Vintage Seaside Jigsaw Puzzles,305,3.43,3.31,2010-12-01 08:45:00,2011-12-07 13:35:00,371,0.82
21914,Blue Harmonica In Box,7434,14.11,24.1,2010-12-01 11:41:00,2011-12-09 12:16:00,373,19.93
21915,Red  Harmonica In Box,20975,36.99,148.41,2010-12-01 11:41:00,2011-12-07 15:07:00,371,56.54
21916,Set 12 Retro White Chalk Sticks,4363,17.11,44.56,2010-12-01 11:57:00,2011-12-09 12:31:00,373,11.7
21917,Set 12 Kids  White Chalk Sticks,4095,21.67,46.69,2010-12-01 14:34:00,2011-12-08 15:03:00,372,11.01
21918,Set 12 Kids Colour  Chalk Sticks,7013,24.52,63.77,2010-12-02 09:44:00,2011-12-09 12:16:00,372,18.85
21922,Union Stripe With Fringe  Hammock,759,4.49,6.08,2010-12-01 14:38:00,2011-12-06 11:53:00,369,2.06
21925,Union Stripe Cushion Cover,403,6.11,4.82,2010-12-02 17:41:00,2011-12-06 17:49:00,369,1.09
21926,Red/Cream Stripe Cushion Cover,414,6.9,6.65,2011-01-19 15:20:00,2011-12-08 12:07:00,322,1.29
21927,Blue/Cream Stripe Cushion Cover,622,6.28,5.77,2010-12-02 17:41:00,2011-12-01 19:42:00,364,1.71
21928,Jumbo Bag Scandinavian Paisley,9704,17.68,36.55,2010-12-01 14:11:00,2011-12-07 14:52:00,371,26.16
21929,Jumbo Bag Pink Vintage Paisley,9889,16.32,33.23,2010-12-01 09:37:00,2011-12-09 12:19:00,373,26.51
21930,Jumbo Storage Bag Skulls,5706,11.86,21.21,2010-12-01 12:43:00,2011-12-08 13:46:00,372,15.34
21931,Jumbo Storage Bag Suki,11516,14.71,25.49,2010-12-01 09:37:00,2011-12-09 12:19:00,373,30.87
21932,Scandinavian Paisley Picnic Bag,2467,7.54,12.34,2010-12-03 12:24:00,2011-12-07 12:55:00,369,6.69
21933,Pink Vintage Paisley Picnic Bag,2410,8.2,13.78,2010-12-03 12:24:00,2011-12-08 13:04:00,370,6.51
21934,Skull Shoulder Bag,1288,9.01,12.89,2010-12-01 09:41:00,2011-12-06 15:17:00,370,3.48
21935,Suki  Shoulder Bag,1763,8.6,14.38,2010-12-01 14:41:00,2011-12-08 12:07:00,371,4.75
21936,Red Retrospot Picnic Bag,3758,9.69,19.19,2010-12-03 15:19:00,2011-12-07 14:54:00,368,10.21
21937,Strawberry   Picnic Bag,1591,7.65,12.64,2010-12-03 15:19:00,2011-12-04 12:32:00,365,4.36
21942,Skulls Design Flannel,161,7.0,6.36,2010-12-10 12:20:00,2011-12-05 14:49:00,360,0.45
21943,Cakes And Rabbits Design Flannel,57,5.7,5.44,2010-12-12 12:08:00,2011-11-11 11:11:00,333,0.17
21944,Kittens Design Flannel,232,6.82,6.04,2010-12-12 10:57:00,2011-12-08 19:57:00,361,0.64
21945,Strawberries  Design Flannel,225,7.5,6.89,2010-12-03 12:48:00,2011-12-06 12:56:00,368,0.61
21946,Party Time Design Flannel,72,6.55,5.34,2010-12-12 12:08:00,2011-12-05 14:49:00,358,0.2
21947,Set Of 6 Heart Chopsticks,596,6.77,13.83,2010-12-03 17:20:00,2011-12-06 14:23:00,367,1.62
21948,Set Of 6 Cake Chopsticks,418,7.46,12.34,2010-12-02 14:09:00,2011-12-05 17:17:00,368,1.14
21949,Set Of 6 Strawberry Chopsticks,613,10.39,21.64,2010-12-02 14:09:00,2011-12-05 17:17:00,368,1.67
21955,Doormat Union Jack Guns And Roses,1159,7.34,30.34,2010-12-01 11:45:00,2011-12-07 08:41:00,370,3.13
21967,Pack Of 12 Skull Tissues,5166,28.7,160.63,2010-12-01 13:24:00,2011-12-08 14:38:00,372,13.89
21972,Set Of 36 Dinosaur Paper Doilies,292,7.49,7.42,2010-12-23 12:58:00,2011-11-30 12:41:00,341,0.86
21973,Set Of 36 Mushroom Paper Doilies,159,5.3,9.06,2010-12-06 11:26:00,2011-11-28 11:18:00,356,0.45
21974,Set Of 36 Paisley Flower Doilies,2036,8.89,10.91,2010-12-02 13:14:00,2011-12-07 14:43:00,370,5.5
21975,Pack Of 60 Dinosaur Cake Cases,12134,21.44,64.76,2010-12-01 09:37:00,2011-12-08 12:43:00,372,32.62
21976,Pack Of 60 Mushroom Cake Cases,4967,17.19,33.23,2010-12-01 11:57:00,2011-12-08 13:50:00,372,13.35
21977,Pack Of 60 Pink Paisley Cake Cases,24264,35.37,130.51,2010-12-01 09:37:00,2011-12-08 15:31:00,372,65.23
21980,Pack Of 12 Red Retrospot Tissues,6523,25.88,48.06,2010-12-01 10:52:00,2011-12-08 18:15:00,372,17.53
21981,Pack Of 12 Woodland Tissues,5295,27.15,61.66,2010-12-01 13:24:00,2011-12-07 13:53:00,371,14.27
21982,Pack Of 12 Suki Tissues,7346,27.11,93.66,2010-12-01 13:24:00,2011-12-08 18:15:00,372,19.75
21983,Pack Of 12 Blue Paisley Tissues,2223,17.93,22.06,2010-12-01 13:24:00,2011-12-06 13:20:00,369,6.02
21984,Pack Of 12 Pink Paisley Tissues,3309,20.43,48.32,2010-12-01 13:24:00,2011-12-08 18:15:00,372,8.9
21985,Pack Of 12 Hearts Design Tissues,8569,23.74,76.0,2010-12-01 12:23:00,2011-12-08 19:28:00,372,23.03
21986,Pack Of 12 Pink Polkadot Tissues,3985,25.38,104.5,2010-12-01 11:57:00,2011-12-08 19:28:00,372,10.71
21987,Pack Of 6 Skull Paper Cups,2050,13.49,30.89,2010-12-02 12:47:00,2011-12-06 14:23:00,369,5.56
21988,Pack Of 6 Skull Paper Plates,2194,14.72,29.94,2010-12-02 12:47:00,2011-12-06 14:23:00,369,5.95
21989,Pack Of 20 Skull Paper Napkins,2068,9.8,18.57,2010-12-02 12:47:00,2011-12-07 13:53:00,370,5.59
21990,Modern Floral Stationery Set,1219,6.55,8.24,2010-12-02 15:46:00,2011-12-09 11:34:00,371,3.29
21991,Bohemian Collage Stationery Set,471,4.57,4.32,2010-12-03 15:10:00,2011-12-07 13:53:00,368,1.28
21992,Vintage Paisley Stationery Set,1163,5.38,5.63,2010-12-01 12:23:00,2011-11-15 14:48:00,349,3.33
21993,Floral Folk Stationery Set,1366,6.44,7.11,2010-12-02 15:46:00,2011-12-08 13:50:00,370,3.69
22021,Blue Felt Easter Egg Basket,350,5.3,4.96,2010-12-05 12:01:00,2011-03-21 11:24:00,105,3.33
22023,Empire Birthday Card,1143,13.29,4.79,2010-12-02 10:39:00,2011-12-06 11:39:00,369,3.1
22024,Rainy Ladies Birthday Card,2304,17.59,18.83,2010-12-01 12:35:00,2011-12-06 16:34:00,370,6.23
22025,Ring Of Roses Birthday Card,1776,19.96,23.79,2010-12-01 16:21:00,2011-12-06 11:39:00,369,4.81
22026,Banquet Birthday  Card,1572,15.56,11.2,2010-12-07 14:41:00,2011-12-05 09:03:00,362,4.34
22027,Tea Party Birthday Card,4165,15.72,17.94,2010-12-02 10:39:00,2011-12-08 15:09:00,371,11.23
22028,Penny Farthing Birthday Card,2915,15.59,12.97,2010-12-02 10:39:00,2011-12-08 15:09:00,371,7.86
22029,Spaceboy Birthday Card,7858,19.79,28.63,2010-12-02 09:44:00,2011-12-08 13:27:00,371,21.18
